studyName,observationUnitName,germplasmName,observationVariableName,value,plotNumber
YldQtl-Val_2014_ClayCenter,YldQtl-Val_2014_ClayCenter_NW13563_2312,NW13563,Plant height - cm|CO_321:0001301,80,2312
YldQtl-Val_2014_ClayCenter,YldQtl-Val_2014_ClayCenter_13_13_2313,13_13,Grain yield - kg/ha|CO_321:0001218,3403,2313
YldQtl-Val_2014_ClayCenter,YldQtl-Val_2014_ClayCenter_13_13_2313,13_13,Plant height - cm|CO_321:0001301,80,2313
YldQtl-Val_2014_ClayCenter,YldQtl-Val_2014_ClayCenter_13_59_2314,13_59,Grain yield - kg/ha|CO_321:0001218,3167,2314
YldQtl-Val_2014_ClayCenter,YldQtl-Val_2014_ClayCenter_13_59_2314,13_59,Plant height - cm|CO_321:0001301,72,2314
YldQtl-Val_2014_ClayCenter,YldQtl-Val_2014_ClayCenter_NE13522_2315,NE13522,Grain yield - kg/ha|CO_321:0001218,2939,2315
YldQtl-Val_2014_ClayCenter,YldQtl-Val_2014_ClayCenter_NE13522_2315,NE13522,Plant height - cm|CO_321:0001301,76,2315
YldQtl-Val_2014_ClayCenter,YldQtl-Val_2014_ClayCenter_NE13639_2316,NE13639,Grain yield - kg/ha|CO_321:0001218,3490,2316
YldQtl-Val_2014_ClayCenter,YldQtl-Val_2014_ClayCenter_NE13639_2316,NE13639,Plant height - cm|CO_321:0001301,90,2316
YldQtl-Val_2014_ClayCenter,YldQtl-Val_2014_ClayCenter_CO11D1380_2317,CO11D1380,Grain yield - kg/ha|CO_321:0001218,3255,2317
YldQtl-Val_2014_ClayCenter,YldQtl-Val_2014_ClayCenter_CO11D1380_2317,CO11D1380,Plant height - cm|CO_321:0001301,85,2317
YldQtl-Val_2014_ClayCenter,YldQtl-Val_2014_ClayCenter_CO11D1371_2318,CO11D1371,Grain yield - kg/ha|CO_321:0001218,3067,2318
YldQtl-Val_2014_ClayCenter,YldQtl-Val_2014_ClayCenter_CO11D1371_2318,CO11D1371,Plant height - cm|CO_321:0001301,86,2318
YldQtl-Val_2014_ClayCenter,YldQtl-Val_2014_ClayCenter_CO11D1353_2319,CO11D1353,Grain yield - kg/ha|CO_321:0001218,3322,2319
YldQtl-Val_2014_ClayCenter,YldQtl-Val_2014_ClayCenter_CO11D1353_2319,CO11D1353,Plant height - cm|CO_321:0001301,88,2319
YldQtl-Val_2014_ClayCenter,YldQtl-Val_2014_ClayCenter_CO11D1397_2320,CO11D1397,Grain yield - kg/ha|CO_321:0001218,3215,2320
YldQtl-Val_2014_ClayCenter,YldQtl-Val_2014_ClayCenter_CO11D1397_2320,CO11D1397,Plant height - cm|CO_321:0001301,75,2320
YldQtl-Val_2014_ClayCenter,YldQtl-Val_2014_ClayCenter_GOODSYN35_2321,GOODSYN35,Grain yield - kg/ha|CO_321:0001218,2677,2321
YldQtl-Val_2014_ClayCenter,YldQtl-Val_2014_ClayCenter_GOODSYN35_2321,GOODSYN35,Plant height - cm|CO_321:0001301,94,2321
YldQtl-Val_2014_ClayCenter,YldQtl-Val_2014_ClayCenter_GOODSYN37_2322,GOODSYN37,Grain yield - kg/ha|CO_321:0001218,1627,2322
YldQtl-Val_2014_ClayCenter,YldQtl-Val_2014_ClayCenter_GOODSYN37_2322,GOODSYN37,Plant height - cm|CO_321:0001301,95,2322
YldQtl-Val_2014_ClayCenter,YldQtl-Val_2014_ClayCenter_CO11D1543_2323,CO11D1543,Grain yield - kg/ha|CO_321:0001218,3060,2323
YldQtl-Val_2014_ClayCenter,YldQtl-Val_2014_ClayCenter_CO11D1543_2323,CO11D1543,Plant height - cm|CO_321:0001301,90,2323
YldQtl-Val_2014_ClayCenter,YldQtl-Val_2014_ClayCenter_CO11D1542_2324,CO11D1542,Grain yield - kg/ha|CO_321:0001218,3665,2324
YldQtl-Val_2014_ClayCenter,YldQtl-Val_2014_ClayCenter_CO11D1542_2324,CO11D1542,Plant height - cm|CO_321:0001301,84,2324
YldQtl-Val_2014_ClayCenter,YldQtl-Val_2014_ClayCenter_CO11D1545_2325,CO11D1545,Grain yield - kg/ha|CO_321:0001218,3490,2325
YldQtl-Val_2014_ClayCenter,YldQtl-Val_2014_ClayCenter_CO11D1545_2325,CO11D1545,Plant height - cm|CO_321:0001301,82,2325
YldQtl-Val_2014_ClayCenter,YldQtl-Val_2014_ClayCenter_CO11D1539_2326,CO11D1539,Grain yield - kg/ha|CO_321:0001218,3853,2326
YldQtl-Val_2014_ClayCenter,YldQtl-Val_2014_ClayCenter_CO11D1539_2326,CO11D1539,Plant height - cm|CO_321:0001301,86,2326
YldQtl-Val_2014_ClayCenter,YldQtl-Val_2014_ClayCenter_CO11D1631_2327,CO11D1631,Grain yield - kg/ha|CO_321:0001218,2663,2327
YldQtl-Val_2014_ClayCenter,YldQtl-Val_2014_ClayCenter_CO11D1631_2327,CO11D1631,Plant height - cm|CO_321:0001301,80,2327
YldQtl-Val_2014_ClayCenter,YldQtl-Val_2014_ClayCenter_CO11D1620_2328,CO11D1620,Grain yield - kg/ha|CO_321:0001218,3510,2328
YldQtl-Val_2014_ClayCenter,YldQtl-Val_2014_ClayCenter_CO11D1620_2328,CO11D1620,Plant height - cm|CO_321:0001301,78,2328
YldQtl-Val_2014_ClayCenter,YldQtl-Val_2014_ClayCenter_CO11D1615_2329,CO11D1615,Grain yield - kg/ha|CO_321:0001218,2804,2329
YldQtl-Val_2014_ClayCenter,YldQtl-Val_2014_ClayCenter_CO11D1615_2329,CO11D1615,Plant height - cm|CO_321:0001301,80,2329
YldQtl-Val_2014_ClayCenter,YldQtl-Val_2014_ClayCenter_CO11D1633_2330,CO11D1633,Grain yield - kg/ha|CO_321:0001218,2845,2330
YldQtl-Val_2014_ClayCenter,YldQtl-Val_2014_ClayCenter_CO11D1633_2330,CO11D1633,Plant height - cm|CO_321:0001301,84,2330
YldQtl-Val_2014_ClayCenter,YldQtl-Val_2014_ClayCenter_CO11D1316W_2331,CO11D1316W,Grain yield - kg/ha|CO_321:0001218,3040,2331
YldQtl-Val_2014_ClayCenter,YldQtl-Val_2014_ClayCenter_CO11D1316W_2331,CO11D1316W,Plant height - cm|CO_321:0001301,75,2331
YldQtl-Val_2014_ClayCenter,YldQtl-Val_2014_ClayCenter_CO11D1341_2332,CO11D1341,Grain yield - kg/ha|CO_321:0001218,3672,2332
YldQtl-Val_2014_ClayCenter,YldQtl-Val_2014_ClayCenter_CO11D1341_2332,CO11D1341,Plant height - cm|CO_321:0001301,78,2332
YldQtl-Val_2014_ClayCenter,YldQtl-Val_2014_ClayCenter_CO11D1315W_2333,CO11D1315W,Grain yield - kg/ha|CO_321:0001218,3134,2333
YldQtl-Val_2014_ClayCenter,YldQtl-Val_2014_ClayCenter_CO11D1315W_2333,CO11D1315W,Plant height - cm|CO_321:0001301,72,2333
YldQtl-Val_2014_ClayCenter,YldQtl-Val_2014_ClayCenter_CO11D1322_2334,CO11D1322,Grain yield - kg/ha|CO_321:0001218,2744,2334
YldQtl-Val_2014_ClayCenter,YldQtl-Val_2014_ClayCenter_CO11D1322_2334,CO11D1322,Plant height - cm|CO_321:0001301,80,2334
YldQtl-Val_2014_ClayCenter,YldQtl-Val_2014_ClayCenter_NW13499_2335,NW13499,Grain yield - kg/ha|CO_321:0001218,3436,2335
YldQtl-Val_2014_ClayCenter,YldQtl-Val_2014_ClayCenter_NW13499_2335,NW13499,Plant height - cm|CO_321:0001301,94,2335
YldQtl-Val_2014_ClayCenter,YldQtl-Val_2014_ClayCenter_NW13572_2336,NW13572,Grain yield - kg/ha|CO_321:0001218,3423,2336
YldQtl-Val_2014_ClayCenter,YldQtl-Val_2014_ClayCenter_NW13572_2336,NW13572,Plant height - cm|CO_321:0001301,94,2336
YldQtl-Val_2014_ClayCenter,YldQtl-Val_2014_ClayCenter_CO11D1182_2337,CO11D1182,Grain yield - kg/ha|CO_321:0001218,3786,2337
YldQtl-Val_2014_ClayCenter,YldQtl-Val_2014_ClayCenter_CO11D1182_2337,CO11D1182,Plant height - cm|CO_321:0001301,76,2337
YldQtl-Val_2014_ClayCenter,YldQtl-Val_2014_ClayCenter_CO11D1174_2338,CO11D1174,Grain yield - kg/ha|CO_321:0001218,3188,2338
YldQtl-Val_2014_ClayCenter,YldQtl-Val_2014_ClayCenter_CO11D1174_2338,CO11D1174,Plant height - cm|CO_321:0001301,84,2338
YldQtl-Val_2014_ClayCenter,YldQtl-Val_2014_ClayCenter_CO11D1190_2339,CO11D1190,Grain yield - kg/ha|CO_321:0001218,3477,2339
YldQtl-Val_2014_ClayCenter,YldQtl-Val_2014_ClayCenter_CO11D1190_2339,CO11D1190,Plant height - cm|CO_321:0001301,80,2339
YldQtl-Val_2014_ClayCenter,YldQtl-Val_2014_ClayCenter_CO11D1186_2340,CO11D1186,Grain yield - kg/ha|CO_321:0001218,2717,2340
YldQtl-Val_2014_ClayCenter,YldQtl-Val_2014_ClayCenter_CO11D1186_2340,CO11D1186,Plant height - cm|CO_321:0001301,78,2340
YldQtl-Val_2014_ClayCenter,YldQtl-Val_2014_ClayCenter_HW_155_2341,HW_155,Grain yield - kg/ha|CO_321:0001218,2966,2341
YldQtl-Val_2014_ClayCenter,YldQtl-Val_2014_ClayCenter_HW_155_2341,HW_155,Plant height - cm|CO_321:0001301,85,2341
YldQtl-Val_2014_ClayCenter,YldQtl-Val_2014_ClayCenter_HW_175_2342,HW_175,Grain yield - kg/ha|CO_321:0001218,3275,2342
YldQtl-Val_2014_ClayCenter,YldQtl-Val_2014_ClayCenter_HW_175_2342,HW_175,Plant height - cm|CO_321:0001301,78,2342
YldQtl-Val_2014_ClayCenter,YldQtl-Val_2014_ClayCenter_HW_182_2343,HW_182,Grain yield - kg/ha|CO_321:0001218,3309,2343
YldQtl-Val_2014_ClayCenter,YldQtl-Val_2014_ClayCenter_HW_182_2343,HW_182,Plant height - cm|CO_321:0001301,80,2343
YldQtl-Val_2014_ClayCenter,YldQtl-Val_2014_ClayCenter_HW_261_2344,HW_261,Grain yield - kg/ha|CO_321:0001218,3060,2344
YldQtl-Val_2014_ClayCenter,YldQtl-Val_2014_ClayCenter_HW_261_2344,HW_261,Plant height - cm|CO_321:0001301,78,2344
YldQtl-Val_2014_ClayCenter,YldQtl-Val_2014_ClayCenter_HW_246_2345,HW_246,Grain yield - kg/ha|CO_321:0001218,2495,2345
YldQtl-Val_2014_ClayCenter,YldQtl-Val_2014_ClayCenter_HW_246_2345,HW_246,Plant height - cm|CO_321:0001301,85,2345
YldQtl-Val_2014_ClayCenter,YldQtl-Val_2014_ClayCenter_HW_240_2346,HW_240,Grain yield - kg/ha|CO_321:0001218,3443,2346
YldQtl-Val_2014_ClayCenter,YldQtl-Val_2014_ClayCenter_HW_240_2346,HW_240,Plant height - cm|CO_321:0001301,80,2346
YldQtl-Val_2014_ClayCenter,YldQtl-Val_2014_ClayCenter_HW_29_2347,HW_29,Grain yield - kg/ha|CO_321:0001218,1876,2347
YldQtl-Val_2014_ClayCenter,YldQtl-Val_2014_ClayCenter_HW_29_2347,HW_29,Plant height - cm|CO_321:0001301,85,2347
YldQtl-Val_2014_ClayCenter,YldQtl-Val_2014_ClayCenter_HW_266_2348,HW_266,Grain yield - kg/ha|CO_321:0001218,3100,2348
YldQtl-Val_2014_ClayCenter,YldQtl-Val_2014_ClayCenter_HW_266_2348,HW_266,Plant height - cm|CO_321:0001301,76,2348
YldQtl-Val_2014_ClayCenter,YldQtl-Val_2014_ClayCenter_HW_237_2349,HW_237,Grain yield - kg/ha|CO_321:0001218,2932,2349
YldQtl-Val_2014_ClayCenter,YldQtl-Val_2014_ClayCenter_HW_237_2349,HW_237,Plant height - cm|CO_321:0001301,75,2349
YldQtl-Val_2014_ClayCenter,YldQtl-Val_2014_ClayCenter_HW_132_2350,HW_132,Grain yield - kg/ha|CO_321:0001218,1903,2350
YldQtl-Val_2014_ClayCenter,YldQtl-Val_2014_ClayCenter_HW_132_2350,HW_132,Plant height - cm|CO_321:0001301,80,2350
YldQtl-Val_2014_ClayCenter,YldQtl-Val_2014_ClayCenter_HW_44_2351,HW_44,Grain yield - kg/ha|CO_321:0001218,3591,2351
YldQtl-Val_2014_ClayCenter,YldQtl-Val_2014_ClayCenter_HW_44_2351,HW_44,Plant height - cm|CO_321:0001301,78,2351
YldQtl-Val_2014_ClayCenter,YldQtl-Val_2014_ClayCenter_HW_267_2352,HW_267,Grain yield - kg/ha|CO_321:0001218,2939,2352
YldQtl-Val_2014_ClayCenter,YldQtl-Val_2014_ClayCenter_HW_267_2352,HW_267,Plant height - cm|CO_321:0001301,85,2352
YldQtl-Val_2014_ClayCenter,YldQtl-Val_2014_ClayCenter_HW_37_2353,HW_37,Grain yield - kg/ha|CO_321:0001218,3013,2353
YldQtl-Val_2014_ClayCenter,YldQtl-Val_2014_ClayCenter_HW_37_2353,HW_37,Plant height - cm|CO_321:0001301,78,2353
YldQtl-Val_2014_ClayCenter,YldQtl-Val_2014_ClayCenter_HW_141_2354,HW_141,Grain yield - kg/ha|CO_321:0001218,2468,2354
YldQtl-Val_2014_ClayCenter,YldQtl-Val_2014_ClayCenter_HW_141_2354,HW_141,Plant height - cm|CO_321:0001301,70,2354
YldQtl-Val_2014_ClayCenter,YldQtl-Val_2014_ClayCenter_HW_133_2355,HW_133,Grain yield - kg/ha|CO_321:0001218,2495,2355
YldQtl-Val_2014_ClayCenter,YldQtl-Val_2014_ClayCenter_HW_133_2355,HW_133,Plant height - cm|CO_321:0001301,76,2355
YldQtl-Val_2014_ClayCenter,YldQtl-Val_2014_ClayCenter_HW_256_2356,HW_256,Grain yield - kg/ha|CO_321:0001218,3430,2356
YldQtl-Val_2014_ClayCenter,YldQtl-Val_2014_ClayCenter_HW_256_2356,HW_256,Plant height - cm|CO_321:0001301,80,2356
YldQtl-Val_2014_ClayCenter,YldQtl-Val_2014_ClayCenter_HW_124_2357,HW_124,Grain yield - kg/ha|CO_321:0001218,2952,2357
YldQtl-Val_2014_ClayCenter,YldQtl-Val_2014_ClayCenter_HW_124_2357,HW_124,Plant height - cm|CO_321:0001301,83,2357
YldQtl-Val_2014_ClayCenter,YldQtl-Val_2014_ClayCenter_HW_174_2358,HW_174,Grain yield - kg/ha|CO_321:0001218,2616,2358
YldQtl-Val_2014_ClayCenter,YldQtl-Val_2014_ClayCenter_HW_174_2358,HW_174,Plant height - cm|CO_321:0001301,78,2358
YldQtl-Val_2014_ClayCenter,YldQtl-Val_2014_ClayCenter_HW_83_2359,HW_83,Grain yield - kg/ha|CO_321:0001218,504,2359
YldQtl-Val_2014_ClayCenter,YldQtl-Val_2014_ClayCenter_HW_83_2359,HW_83,Plant height - cm|CO_321:0001301,79,2359
YldQtl-Val_2014_ClayCenter,YldQtl-Val_2014_ClayCenter_HW_98_2360,HW_98,Grain yield - kg/ha|CO_321:0001218,2993,2360
YldQtl-Val_2014_ClayCenter,YldQtl-Val_2014_ClayCenter_HW_98_2360,HW_98,Plant height - cm|CO_321:0001301,70,2360
YldQtl-Val_2014_ClayCenter,YldQtl-Val_2014_ClayCenter_CO11D1213_2361,CO11D1213,Grain yield - kg/ha|CO_321:0001218,3255,2361
YldQtl-Val_2014_ClayCenter,YldQtl-Val_2014_ClayCenter_CO11D1213_2361,CO11D1213,Plant height - cm|CO_321:0001301,75,2361
YldQtl-Val_2014_ClayCenter,YldQtl-Val_2014_ClayCenter_CO11D1231_2362,CO11D1231,Grain yield - kg/ha|CO_321:0001218,2737,2362
YldQtl-Val_2014_ClayCenter,YldQtl-Val_2014_ClayCenter_CO11D1231_2362,CO11D1231,Plant height - cm|CO_321:0001301,80,2362
YldQtl-Val_2014_ClayCenter,YldQtl-Val_2014_ClayCenter_CO11D1219_2363,CO11D1219,Grain yield - kg/ha|CO_321:0001218,3558,2363
YldQtl-Val_2014_ClayCenter,YldQtl-Val_2014_ClayCenter_CO11D1219_2363,CO11D1219,Plant height - cm|CO_321:0001301,85,2363
YldQtl-Val_2014_ClayCenter,YldQtl-Val_2014_ClayCenter_CO11D1221_2364,CO11D1221,Grain yield - kg/ha|CO_321:0001218,3436,2364
YldQtl-Val_2014_ClayCenter,YldQtl-Val_2014_ClayCenter_CO11D1221_2364,CO11D1221,Plant height - cm|CO_321:0001301,78,2364
YldQtl-Val_2014_ClayCenter,YldQtl-Val_2014_ClayCenter_11_26_2365,11_26,Grain yield - kg/ha|CO_321:0001218,2360,2365
YldQtl-Val_2014_ClayCenter,YldQtl-Val_2014_ClayCenter_11_26_2365,11_26,Plant height - cm|CO_321:0001301,77,2365
YldQtl-Val_2014_ClayCenter,YldQtl-Val_2014_ClayCenter_11_73_2366,11_73,Grain yield - kg/ha|CO_321:0001218,3134,2366
YldQtl-Val_2014_ClayCenter,YldQtl-Val_2014_ClayCenter_11_73_2366,11_73,Plant height - cm|CO_321:0001301,82,2366
YldQtl-Val_2014_ClayCenter,YldQtl-Val_2014_ClayCenter_CO11D1111_2367,CO11D1111,Grain yield - kg/ha|CO_321:0001218,3134,2367
YldQtl-Val_2014_ClayCenter,YldQtl-Val_2014_ClayCenter_CO11D1111_2367,CO11D1111,Plant height - cm|CO_321:0001301,80,2367
YldQtl-Val_2014_ClayCenter,YldQtl-Val_2014_ClayCenter_CO11D1127_2368,CO11D1127,Grain yield - kg/ha|CO_321:0001218,2710,2368
YldQtl-Val_2014_ClayCenter,YldQtl-Val_2014_ClayCenter_CO11D1127_2368,CO11D1127,Plant height - cm|CO_321:0001301,80,2368
YldQtl-Val_2014_ClayCenter,YldQtl-Val_2014_ClayCenter_CO11D1125_2369,CO11D1125,Grain yield - kg/ha|CO_321:0001218,2791,2369
YldQtl-Val_2014_ClayCenter,YldQtl-Val_2014_ClayCenter_CO11D1125_2369,CO11D1125,Plant height - cm|CO_321:0001301,88,2369
YldQtl-Val_2014_ClayCenter,YldQtl-Val_2014_ClayCenter_CO11D1119_2370,CO11D1119,Grain yield - kg/ha|CO_321:0001218,2535,2370
YldQtl-Val_2014_ClayCenter,YldQtl-Val_2014_ClayCenter_CO11D1119_2370,CO11D1119,Plant height - cm|CO_321:0001301,81,2370
YldQtl-Val_2014_ClayCenter,YldQtl-Val_2014_ClayCenter_7_86_2371,7_86,Grain yield - kg/ha|CO_321:0001218,2798,2371
YldQtl-Val_2014_ClayCenter,YldQtl-Val_2014_ClayCenter_7_86_2371,7_86,Plant height - cm|CO_321:0001301,76,2371
YldQtl-Val_2014_ClayCenter,YldQtl-Val_2014_ClayCenter_7_11_2372,7_11,Grain yield - kg/ha|CO_321:0001218,3632,2372
YldQtl-Val_2014_ClayCenter,YldQtl-Val_2014_ClayCenter_7_11_2372,7_11,Plant height - cm|CO_321:0001301,80,2372
YldQtl-Val_2014_ClayCenter,YldQtl-Val_2014_ClayCenter_7_140_2373,7_140,Grain yield - kg/ha|CO_321:0001218,3376,2373
YldQtl-Val_2014_ClayCenter,YldQtl-Val_2014_ClayCenter_7_140_2373,7_140,Plant height - cm|CO_321:0001301,80,2373
YldQtl-Val_2014_ClayCenter,YldQtl-Val_2014_ClayCenter_7_61_2374,7_61,Grain yield - kg/ha|CO_321:0001218,3315,2374
YldQtl-Val_2014_ClayCenter,YldQtl-Val_2014_ClayCenter_7_61_2374,7_61,Plant height - cm|CO_321:0001301,80,2374
YldQtl-Val_2014_ClayCenter,YldQtl-Val_2014_ClayCenter_7_9_2375,7_9,Grain yield - kg/ha|CO_321:0001218,2434,2375
YldQtl-Val_2014_ClayCenter,YldQtl-Val_2014_ClayCenter_7_9_2375,7_9,Plant height - cm|CO_321:0001301,82,2375
YldQtl-Val_2014_ClayCenter,YldQtl-Val_2014_ClayCenter_7_55_2376,7_55,Grain yield - kg/ha|CO_321:0001218,3181,2376
YldQtl-Val_2014_ClayCenter,YldQtl-Val_2014_ClayCenter_7_55_2376,7_55,Plant height - cm|CO_321:0001301,90,2376
YldQtl-Val_2014_ClayCenter,YldQtl-Val_2014_ClayCenter_7_105_2377,7_105,Grain yield - kg/ha|CO_321:0001218,2777,2377
YldQtl-Val_2014_ClayCenter,YldQtl-Val_2014_ClayCenter_7_105_2377,7_105,Plant height - cm|CO_321:0001301,80,2377
YldQtl-Val_2014_ClayCenter,YldQtl-Val_2014_ClayCenter_7_45_2378,7_45,Grain yield - kg/ha|CO_321:0001218,3504,2378
YldQtl-Val_2014_ClayCenter,YldQtl-Val_2014_ClayCenter_7_45_2378,7_45,Plant height - cm|CO_321:0001301,80,2378
YldQtl-Val_2014_ClayCenter,YldQtl-Val_2014_ClayCenter_7_101_2379,7_101,Grain yield - kg/ha|CO_321:0001218,3457,2379
YldQtl-Val_2014_ClayCenter,YldQtl-Val_2014_ClayCenter_7_101_2379,7_101,Plant height - cm|CO_321:0001301,82,2379
YldQtl-Val_2014_ClayCenter,YldQtl-Val_2014_ClayCenter_7_29_2380,7_29,Grain yield - kg/ha|CO_321:0001218,2455,2380
YldQtl-Val_2014_ClayCenter,YldQtl-Val_2014_ClayCenter_7_29_2380,7_29,Plant height - cm|CO_321:0001301,85,2380
YldQtl-Val_2014_ClayCenter,YldQtl-Val_2014_ClayCenter_NE13510_2381,NE13510,Grain yield - kg/ha|CO_321:0001218,2818,2381
YldQtl-Val_2014_ClayCenter,YldQtl-Val_2014_ClayCenter_NE13510_2381,NE13510,Plant height - cm|CO_321:0001301,72,2381
YldQtl-Val_2014_ClayCenter,YldQtl-Val_2014_ClayCenter_NE13470_2382,NE13470,Grain yield - kg/ha|CO_321:0001218,3632,2382
YldQtl-Val_2014_ClayCenter,YldQtl-Val_2014_ClayCenter_NE13470_2382,NE13470,Plant height - cm|CO_321:0001301,76,2382
YldQtl-Val_2014_ClayCenter,YldQtl-Val_2014_ClayCenter_GOODSYN43_2383,GOODSYN43,Grain yield - kg/ha|CO_321:0001218,2280,2383
YldQtl-Val_2014_ClayCenter,YldQtl-Val_2014_ClayCenter_GOODSYN43_2383,GOODSYN43,Plant height - cm|CO_321:0001301,90,2383
YldQtl-Val_2014_ClayCenter,YldQtl-Val_2014_ClayCenter_GOODSYN44_2384,GOODSYN44,Grain yield - kg/ha|CO_321:0001218,2239,2384
YldQtl-Val_2014_ClayCenter,YldQtl-Val_2014_ClayCenter_GOODSYN44_2384,GOODSYN44,Plant height - cm|CO_321:0001301,98,2384
YldQtl-Val_2014_ClayCenter,YldQtl-Val_2014_ClayCenter_GOODSYN80_2385,GOODSYN80,Grain yield - kg/ha|CO_321:0001218,1917,2385
YldQtl-Val_2014_ClayCenter,YldQtl-Val_2014_ClayCenter_GOODSYN80_2385,GOODSYN80,Plant height - cm|CO_321:0001301,92,2385
YldQtl-Val_2014_ClayCenter,YldQtl-Val_2014_ClayCenter_GOODSYN72_2386,GOODSYN72,Grain yield - kg/ha|CO_321:0001218,2105,2386
YldQtl-Val_2014_ClayCenter,YldQtl-Val_2014_ClayCenter_GOODSYN72_2386,GOODSYN72,Plant height - cm|CO_321:0001301,94,2386
YldQtl-Val_2014_ClayCenter,YldQtl-Val_2014_ClayCenter_CO11D1686_2387,CO11D1686,Grain yield - kg/ha|CO_321:0001218,2354,2387
YldQtl-Val_2014_ClayCenter,YldQtl-Val_2014_ClayCenter_CO11D1686_2387,CO11D1686,Plant height - cm|CO_321:0001301,70,2387
YldQtl-Val_2014_ClayCenter,YldQtl-Val_2014_ClayCenter_CO11D1731_2388,CO11D1731,Grain yield - kg/ha|CO_321:0001218,1701,2388
YldQtl-Val_2014_ClayCenter,YldQtl-Val_2014_ClayCenter_CO11D1731_2388,CO11D1731,Plant height - cm|CO_321:0001301,70,2388
YldQtl-Val_2014_ClayCenter,YldQtl-Val_2014_ClayCenter_CO11D1746_2389,CO11D1746,Grain yield - kg/ha|CO_321:0001218,1809,2389
YldQtl-Val_2014_ClayCenter,YldQtl-Val_2014_ClayCenter_CO11D1746_2389,CO11D1746,Plant height - cm|CO_321:0001301,80,2389
YldQtl-Val_2014_ClayCenter,YldQtl-Val_2014_ClayCenter_CO11D1715_2390,CO11D1715,Grain yield - kg/ha|CO_321:0001218,3201,2390
YldQtl-Val_2014_ClayCenter,YldQtl-Val_2014_ClayCenter_CO11D1715_2390,CO11D1715,Plant height - cm|CO_321:0001301,83,2390
YldQtl-Val_2014_ClayCenter,YldQtl-Val_2014_ClayCenter_NE13630_2391,NE13630,Grain yield - kg/ha|CO_321:0001218,2784,2391
YldQtl-Val_2014_ClayCenter,YldQtl-Val_2014_ClayCenter_NE13630_2391,NE13630,Plant height - cm|CO_321:0001301,70,2391
YldQtl-Val_2014_ClayCenter,YldQtl-Val_2014_ClayCenter_NE13412_2392,NE13412,Grain yield - kg/ha|CO_321:0001218,2441,2392
YldQtl-Val_2014_ClayCenter,YldQtl-Val_2014_ClayCenter_NE13412_2392,NE13412,Plant height - cm|CO_321:0001301,80,2392
YldQtl-Val_2014_ClayCenter,YldQtl-Val_2014_ClayCenter_NE13698_2393,NE13698,Grain yield - kg/ha|CO_321:0001218,3463,2393
YldQtl-Val_2014_ClayCenter,YldQtl-Val_2014_ClayCenter_NE13698_2393,NE13698,Plant height - cm|CO_321:0001301,76,2393
YldQtl-Val_2014_ClayCenter,YldQtl-Val_2014_ClayCenter_NE13697_2394,NE13697,Grain yield - kg/ha|CO_321:0001218,3154,2394
YldQtl-Val_2014_ClayCenter,YldQtl-Val_2014_ClayCenter_NE13697_2394,NE13697,Plant height - cm|CO_321:0001301,85,2394
YldQtl-Val_2014_ClayCenter,YldQtl-Val_2014_ClayCenter_NE13407_2395,NE13407,Grain yield - kg/ha|CO_321:0001218,1984,2395
YldQtl-Val_2014_ClayCenter,YldQtl-Val_2014_ClayCenter_NE13407_2395,NE13407,Plant height - cm|CO_321:0001301,74,2395
YldQtl-Val_2014_ClayCenter,YldQtl-Val_2014_ClayCenter_NE13417_2396,NE13417,Grain yield - kg/ha|CO_321:0001218,1688,2396
YldQtl-Val_2014_ClayCenter,YldQtl-Val_2014_ClayCenter_NE13417_2396,NE13417,Plant height - cm|CO_321:0001301,76,2396
YldQtl-Val_2014_ClayCenter,YldQtl-Val_2014_ClayCenter_NW13652_2397,NW13652,Grain yield - kg/ha|CO_321:0001218,2751,2397
YldQtl-Val_2014_ClayCenter,YldQtl-Val_2014_ClayCenter_NW13652_2397,NW13652,Plant height - cm|CO_321:0001301,88,2397
YldQtl-Val_2014_ClayCenter,YldQtl-Val_2014_ClayCenter_NW13669_2398,NW13669,Grain yield - kg/ha|CO_321:0001218,3107,2398
YldQtl-Val_2014_ClayCenter,YldQtl-Val_2014_ClayCenter_NW13669_2398,NW13669,Plant height - cm|CO_321:0001301,83,2398
YldQtl-Val_2014_ClayCenter,YldQtl-Val_2014_ClayCenter_GOODSYN51_2399,GOODSYN51,Grain yield - kg/ha|CO_321:0001218,1432,2399
YldQtl-Val_2014_ClayCenter,YldQtl-Val_2014_ClayCenter_GOODSYN51_2399,GOODSYN51,Plant height - cm|CO_321:0001301,85,2399
YldQtl-Val_2014_ClayCenter,YldQtl-Val_2014_ClayCenter_GOODSYN58_2400,GOODSYN58,Grain yield - kg/ha|CO_321:0001218,1015,2400
YldQtl-Val_2014_ClayCenter,YldQtl-Val_2014_ClayCenter_GOODSYN58_2400,GOODSYN58,Plant height - cm|CO_321:0001301,90,2400
YldQtl-Val_2014_ClayCenter,YldQtl-Val_2014_ClayCenter_TX1112_105_3101,TX1112_105,Grain yield - kg/ha|CO_321:0001218,2959,3101
YldQtl-Val_2014_ClayCenter,YldQtl-Val_2014_ClayCenter_TX1112_105_3101,TX1112_105,Plant height - cm|CO_321:0001301,82,3101
YldQtl-Val_2014_ClayCenter,YldQtl-Val_2014_ClayCenter_TX1112_108_3102,TX1112_108,Grain yield - kg/ha|CO_321:0001218,2912,3102
