studyYear,programDbId,programName,programDescription,studyDbId,studyName,studyDescription,studyDesign,plotWidth,plotLength,fieldSize,fieldTrialIsPlannedToBeGenotyped,fieldTrialIsPlannedToCross,plantingDate,harvestDate,locationDbId,locationName,germplasmDbId,germplasmName,germplasmSynonyms,observationLevel,observationUnitDbId,observationUnitName,replicate,blockNumber,plotNumber,rowNumber,colNumber,entryType,plantNumber,Grain protein content -  %|CO_321:0001205,Grain test weight - g/l|CO_321:0001210,Grain yield - kg/ha|CO_321:0001218,notes
2022,351,South Dakota State University- Winter Wheat,Sunish Sehgal,9424,2022_AYT_Aurora,2022 AYT Yield Trial @ Aurora,RCBD,,,,,,2021-September-21,2022-July-21,280,"Aurora, SD",1382825,SD20B140-6,,plot,1383859,2022_AYT_Aurora-PLOT2048,2,2,2048,13,6,test,,10.6,768.5,5400.3," (Operator: dwaring87, Time: )"
2022,351,South Dakota State University- Winter Wheat,Sunish Sehgal,9424,2022_AYT_Aurora,2022 AYT Yield Trial @ Aurora,RCBD,,,,,,2021-September-21,2022-July-21,280,"Aurora, SD",1382766,SD20B147-6,,plot,1383691,2022_AYT_Aurora-PLOT1088,1,1,1088,7,4,test,,11.8,724.7,4552.9," (Operator: dwaring87, Time: )"
2022,351,South Dakota State University- Winter Wheat,Sunish Sehgal,9424,2022_AYT_Aurora,2022 AYT Yield Trial @ Aurora,RCBD,,,,,,2021-September-21,2022-July-21,280,"Aurora, SD",1382766,SD20B147-6,,plot,1383890,2022_AYT_Aurora-PLOT2101,2,2,2101,17,3,test,,12.6,724.7,4243.5," (Operator: dwaring87, Time: )"
2022,351,South Dakota State University- Winter Wheat,Sunish Sehgal,9424,2022_AYT_Aurora,2022 AYT Yield Trial @ Aurora,RCBD,,,,,,2021-September-21,2022-July-21,280,"Aurora, SD",1382846,SD20C005-1,,plot,1383702,2022_AYT_Aurora-PLOT1121,1,1,1121,9,9,test,,10.9,740.1,4559.6," (Operator: dwaring87, Time: )"
2022,351,South Dakota State University- Winter Wheat,Sunish Sehgal,9424,2022_AYT_Aurora,2022 AYT Yield Trial @ Aurora,RCBD,,,,,,2021-September-21,2022-July-21,280,"Aurora, SD",1382846,SD20C005-1,,plot,1383742,2022_AYT_Aurora-PLOT2040,2,2,2040,12,3,test,,11.2,729.8,5090.9," (Operator: dwaring87, Time: )"
2022,351,South Dakota State University- Winter Wheat,Sunish Sehgal,9424,2022_AYT_Aurora,2022 AYT Yield Trial @ Aurora,RCBD,,,,,,2021-September-21,2022-July-21,280,"Aurora, SD",1382751,SD20C012-4,,plot,1383825,2022_AYT_Aurora-PLOT1122,1,1,1122,9,10,test,,11.4,756.9,5212," (Operator: dwaring87, Time: )"
2022,351,South Dakota State University- Winter Wheat,Sunish Sehgal,9424,2022_AYT_Aurora,2022 AYT Yield Trial @ Aurora,RCBD,,,,,,2021-September-21,2022-July-21,280,"Aurora, SD",1382751,SD20C012-4,,plot,1383799,2022_AYT_Aurora-PLOT2044,2,2,2044,13,2,test,,10.4,765.9,4613.4," (Operator: dwaring87, Time: )"
2022,351,South Dakota State University- Winter Wheat,Sunish Sehgal,9424,2022_AYT_Aurora,2022 AYT Yield Trial @ Aurora,RCBD,,,,,,2021-September-21,2022-July-21,280,"Aurora, SD",1382701,SD20C031-1,,plot,1383712,2022_AYT_Aurora-PLOT1123,1,1,1123,9,11,test,,12.4,776.2,4909.3," (Operator: dwaring87, Time: )"
2022,351,South Dakota State University- Winter Wheat,Sunish Sehgal,9424,2022_AYT_Aurora,2022 AYT Yield Trial @ Aurora,RCBD,,,,,,2021-September-21,2022-July-21,280,"Aurora, SD",1382701,SD20C031-1,,plot,1383790,2022_AYT_Aurora-PLOT2085,2,2,2085,16,14,test,,15.9,759.4,5117.8," (Operator: dwaring87, Time: )"
2022,351,South Dakota State University- Winter Wheat,Sunish Sehgal,9424,2022_AYT_Aurora,2022 AYT Yield Trial @ Aurora,RCBD,,,,,,2021-September-21,2022-July-21,280,"Aurora, SD",1382733,SD20C051-5,,plot,1383878,2022_AYT_Aurora-PLOT1124,1,1,1124,9,12,test,,12.2,729.8,5245.6," (Operator: dwaring87, Time: )"
2022,351,South Dakota State University- Winter Wheat,Sunish Sehgal,9424,2022_AYT_Aurora,2022 AYT Yield Trial @ Aurora,RCBD,,,,,,2021-September-21,2022-July-21,280,"Aurora, SD",1382733,SD20C051-5,,plot,1383893,2022_AYT_Aurora-PLOT2003,2,2,2003,10,12,test,,12.2,722.1,5245.6," (Operator: dwaring87, Time: )"
2022,351,South Dakota State University- Winter Wheat,Sunish Sehgal,9424,2022_AYT_Aurora,2022 AYT Yield Trial @ Aurora,RCBD,,,,,,2021-September-21,2022-July-21,280,"Aurora, SD",1382746,SD20C079-1,,plot,1383817,2022_AYT_Aurora-PLOT1125,1,1,1125,9,13,test,,13.1,749.1,4566.3," (Operator: dwaring87, Time: )"
2022,351,South Dakota State University- Winter Wheat,Sunish Sehgal,9424,2022_AYT_Aurora,2022 AYT Yield Trial @ Aurora,RCBD,,,,,,2021-September-21,2022-July-21,280,"Aurora, SD",1382746,SD20C079-1,,plot,1383732,2022_AYT_Aurora-PLOT2069,2,2,2069,14,2,test,,11.1,749.1,4445.3," (Operator: dwaring87, Time: )"
2022,351,South Dakota State University- Winter Wheat,Sunish Sehgal,9424,2022_AYT_Aurora,2022 AYT Yield Trial @ Aurora,RCBD,,,,,,2021-September-21,2022-July-21,280,"Aurora, SD",1382800,SD20C080-2,,plot,1383721,2022_AYT_Aurora-PLOT1126,1,1,1126,9,14,test,,13.6,764.6,3698.8," (Operator: dwaring87, Time: )"
2022,351,South Dakota State University- Winter Wheat,Sunish Sehgal,9424,2022_AYT_Aurora,2022 AYT Yield Trial @ Aurora,RCBD,,,,,,2021-September-21,2022-July-21,280,"Aurora, SD",1382800,SD20C080-2,,plot,1383809,2022_AYT_Aurora-PLOT2053,2,2,2053,13,11,test,,13.2,767.2,4404.9," (Operator: dwaring87, Time: )"
2022,351,South Dakota State University- Winter Wheat,Sunish Sehgal,9424,2022_AYT_Aurora,2022 AYT Yield Trial @ Aurora,RCBD,,,,,,2021-September-21,2022-July-21,280,"Aurora, SD",1382831,SD20D005-12,,plot,1383681,2022_AYT_Aurora-PLOT1089,1,1,1089,7,5,test,,11.1,737.6,4889.2," (Operator: dwaring87, Time: )"
2022,351,South Dakota State University- Winter Wheat,Sunish Sehgal,9424,2022_AYT_Aurora,2022 AYT Yield Trial @ Aurora,RCBD,,,,,,2021-September-21,2022-July-21,280,"Aurora, SD",1382831,SD20D005-12,,plot,1383689,2022_AYT_Aurora-PLOT2114,2,2,2114,18,13,test,,12.8,741.4,4922.8," (Operator: dwaring87, Time: )"
2022,351,South Dakota State University- Winter Wheat,Sunish Sehgal,9424,2022_AYT_Aurora,2022 AYT Yield Trial @ Aurora,RCBD,,,,,,2021-September-21,2022-July-21,280,"Aurora, SD",1382728,SD20D008-3,,plot,1383766,2022_AYT_Aurora-PLOT1090,1,1,1090,7,6,test,,11.9,754.3,5514.6," (Operator: dwaring87, Time: )"
2022,351,South Dakota State University- Winter Wheat,Sunish Sehgal,9424,2022_AYT_Aurora,2022 AYT Yield Trial @ Aurora,RCBD,,,,,,2021-September-21,2022-July-21,280,"Aurora, SD",1382728,SD20D008-3,,plot,1383901,2022_AYT_Aurora-PLOT2036,2,2,2036,12,7,test,,11.9,751.7,5339.7," (Operator: dwaring87, Time: )"
2022,351,South Dakota State University- Winter Wheat,Sunish Sehgal,9424,2022_AYT_Aurora,2022 AYT Yield Trial @ Aurora,RCBD,,,,,,2021-September-21,2022-July-21,280,"Aurora, SD",1382791,SD20D008-4,,plot,1383892,2022_AYT_Aurora-PLOT1091,1,1,1091,7,7,test,,15.4,751.7,4801.7," (Operator: dwaring87, Time: )"
2022,351,South Dakota State University- Winter Wheat,Sunish Sehgal,9424,2022_AYT_Aurora,2022 AYT Yield Trial @ Aurora,RCBD,,,,,,2021-September-21,2022-July-21,280,"Aurora, SD",1382791,SD20D008-4,,plot,1383865,2022_AYT_Aurora-PLOT2094,2,2,2094,16,5,test,,11.7,751.7,5043.8," (Operator: dwaring87, Time: )"
2022,351,South Dakota State University- Winter Wheat,Sunish Sehgal,9424,2022_AYT_Aurora,2022 AYT Yield Trial @ Aurora,RCBD,,,,,,2021-September-21,2022-July-21,280,"Aurora, SD",1382762,SD20D009-3,,plot,1383836,2022_AYT_Aurora-PLOT1092,1,1,1092,7,8,test,,11.1,733.7,5191.8," (Operator: dwaring87, Time: )"
2022,351,South Dakota State University- Winter Wheat,Sunish Sehgal,9424,2022_AYT_Aurora,2022 AYT Yield Trial @ Aurora,RCBD,,,,,,2021-September-21,2022-July-21,280,"Aurora, SD",1382762,SD20D009-3,,plot,1383858,2022_AYT_Aurora-PLOT2099,2,2,2099,17,1,test,,12.7,711.8,4478.9," (Operator: dwaring87, Time: )"
2022,351,South Dakota State University- Winter Wheat,Sunish Sehgal,9424,2022_AYT_Aurora,2022 AYT Yield Trial @ Aurora,RCBD,,,,,,2021-September-21,2022-July-21,280,"Aurora, SD",1382819,SD20D009-9,,plot,1383810,2022_AYT_Aurora-PLOT1093,1,1,1093,7,9,test,,11.2,746.6,5205.2," (Operator: dwaring87, Time: )"
2022,351,South Dakota State University- Winter Wheat,Sunish Sehgal,9424,2022_AYT_Aurora,2022 AYT Yield Trial @ Aurora,RCBD,,,,,,2021-September-21,2022-July-21,280,"Aurora, SD",1382819,SD20D009-9,,plot,1383924,2022_AYT_Aurora-PLOT2077,2,2,2077,15,7,test,,11.1,738.8,5158.2," (Operator: dwaring87, Time: )"
2022,351,South Dakota State University- Winter Wheat,Sunish Sehgal,9424,2022_AYT_Aurora,2022 AYT Yield Trial @ Aurora,RCBD,,,,,,2021-September-21,2022-July-21,280,"Aurora, SD",1382845,SD20D016-3,,plot,1383785,2022_AYT_Aurora-PLOT1094,1,1,1094,7,10,test,,12.5,750.4,5111.1," (Operator: dwaring87, Time: )"
2022,351,South Dakota State University- Winter Wheat,Sunish Sehgal,9424,2022_AYT_Aurora,2022 AYT Yield Trial @ Aurora,RCBD,,,,,,2021-September-21,2022-July-21,280,"Aurora, SD",1382845,SD20D016-3,,plot,1383758,2022_AYT_Aurora-PLOT2027,2,2,2027,11,13,test,,11.1,742.7,4754.7," (Operator: dwaring87, Time: )"
2022,351,South Dakota State University- Winter Wheat,Sunish Sehgal,9424,2022_AYT_Aurora,2022 AYT Yield Trial @ Aurora,RCBD,,,,,,2021-September-21,2022-July-21,280,"Aurora, SD",1382816,SD20D017-7,,plot,1383887,2022_AYT_Aurora-PLOT1095,1,1,1095,7,11,test,,12.4,783.9,4647.1," (Operator: dwaring87, Time: )"
2022,351,South Dakota State University- Winter Wheat,Sunish Sehgal,9424,2022_AYT_Aurora,2022 AYT Yield Trial @ Aurora,RCBD,,,,,,2021-September-21,2022-July-21,280,"Aurora, SD",1382816,SD20D017-7,,plot,1383814,2022_AYT_Aurora-PLOT2109,2,2,2109,17,11,test,,11.7,794.2,4936.2," (Operator: dwaring87, Time: )"
2022,351,South Dakota State University- Winter Wheat,Sunish Sehgal,9424,2022_AYT_Aurora,2022 AYT Yield Trial @ Aurora,RCBD,,,,,,2021-September-21,2022-July-21,280,"Aurora, SD",1382785,SD20D027-4,,plot,1383891,2022_AYT_Aurora-PLOT1096,1,1,1096,7,12,test,,11.5,774.9,5285.9," (Operator: dwaring87, Time: )"
2022,351,South Dakota State University- Winter Wheat,Sunish Sehgal,9424,2022_AYT_Aurora,2022 AYT Yield Trial @ Aurora,RCBD,,,,,,2021-September-21,2022-July-21,280,"Aurora, SD",1382785,SD20D027-4,,plot,1383739,2022_AYT_Aurora-PLOT2064,2,2,2064,14,7,test,,11.8,751.7,5097.6," (Operator: dwaring87, Time: )"
2022,351,South Dakota State University- Winter Wheat,Sunish Sehgal,9424,2022_AYT_Aurora,2022 AYT Yield Trial @ Aurora,RCBD,,,,,,2021-September-21,2022-July-21,280,"Aurora, SD",1382805,SD20D028-2,,plot,1383869,2022_AYT_Aurora-PLOT1097,1,1,1097,7,13,test,,10.2,755.6,5057.3," (Operator: dwaring87, Time: )"
2022,351,South Dakota State University- Winter Wheat,Sunish Sehgal,9424,2022_AYT_Aurora,2022 AYT Yield Trial @ Aurora,RCBD,,,,,,2021-September-21,2022-July-21,280,"Aurora, SD",1382805,SD20D028-2,,plot,1383751,2022_AYT_Aurora-PLOT2073,2,2,2073,15,3,test,,10.8,747.9,5225.4," (Operator: dwaring87, Time: )"
2022,351,South Dakota State University- Winter Wheat,Sunish Sehgal,9424,2022_AYT_Aurora,2022 AYT Yield Trial @ Aurora,RCBD,,,,,,2021-September-21,2022-July-21,280,"Aurora, SD",1382821,SD20D030-1,,plot,1383694,2022_AYT_Aurora-PLOT1098,1,1,1098,7,14,test,,14.4,756.9,4869," (Operator: dwaring87, Time: )"
2022,351,South Dakota State University- Winter Wheat,Sunish Sehgal,9424,2022_AYT_Aurora,2022 AYT Yield Trial @ Aurora,RCBD,,,,,,2021-September-21,2022-July-21,280,"Aurora, SD",1382821,SD20D030-1,,plot,1383789,2022_AYT_Aurora-PLOT2125,2,2,2125,18,2,test,,12.3,754.3,4035.1," (Operator: dwaring87, Time: )"
2022,351,South Dakota State University- Winter Wheat,Sunish Sehgal,9424,2022_AYT_Aurora,2022 AYT Yield Trial @ Aurora,RCBD,,,,,,2021-September-21,2022-July-21,280,"Aurora, SD",1382715,SD20D031-4,,plot,1383682,2022_AYT_Aurora-PLOT1099,1,1,1099,8,14,test,,13.8,746.6,4438.6," (Operator: dwaring87, Time: )"
2022,351,South Dakota State University- Winter Wheat,Sunish Sehgal,9424,2022_AYT_Aurora,2022 AYT Yield Trial @ Aurora,RCBD,,,,,,2021-September-21,2022-July-21,280,"Aurora, SD",1382715,SD20D031-4,,plot,1383762,2022_AYT_Aurora-PLOT2063,2,2,2063,14,8,test,,12.5,741.4,5131.3," (Operator: dwaring87, Time: )"
2022,351,South Dakota State University- Winter Wheat,Sunish Sehgal,9424,2022_AYT_Aurora,2022 AYT Yield Trial @ Aurora,RCBD,,,,,,2021-September-21,2022-July-21,280,"Aurora, SD",1382754,SD20D033-2,,plot,1383690,2022_AYT_Aurora-PLOT1100,1,1,1100,8,13,test,,14.1,762,4088.9," (Operator: dwaring87, Time: )"
2022,351,South Dakota State University- Winter Wheat,Sunish Sehgal,9424,2022_AYT_Aurora,2022 AYT Yield Trial @ Aurora,RCBD,,,,,,2021-September-21,2022-July-21,280,"Aurora, SD",1382754,SD20D033-2,,plot,1383676,2022_AYT_Aurora-PLOT2007,2,2,2007,10,8,test,,12.4,762,5111.1," (Operator: dwaring87, Time: )"
2022,351,South Dakota State University- Winter Wheat,Sunish Sehgal,9424,2022_AYT_Aurora,2022 AYT Yield Trial @ Aurora,RCBD,,,,,,2021-September-21,2022-July-21,280,"Aurora, SD",1382838,SD20D034-4,,plot,1383884,2022_AYT_Aurora-PLOT1101,1,1,1101,8,12,test,,11.1,729.8,5198.5," (Operator: dwaring87, Time: )"
2022,351,South Dakota State University- Winter Wheat,Sunish Sehgal,9424,2022_AYT_Aurora,2022 AYT Yield Trial @ Aurora,RCBD,,,,,,2021-September-21,2022-July-21,280,"Aurora, SD",1382838,SD20D034-4,,plot,1383835,2022_AYT_Aurora-PLOT2091,2,2,2091,16,8,test,,11.9,740.1,5460.8," (Operator: dwaring87, Time: )"
2022,351,South Dakota State University- Winter Wheat,Sunish Sehgal,9424,2022_AYT_Aurora,2022 AYT Yield Trial @ Aurora,RCBD,,,,,,2021-September-21,2022-July-21,280,"Aurora, SD",1382739,SD20D034-5,,plot,1383772,2022_AYT_Aurora-PLOT1102,1,1,1102,8,11,test,,11.7,728.5,4539.4," (Operator: dwaring87, Time: )"
2022,351,South Dakota State University- Winter Wheat,Sunish Sehgal,9424,2022_AYT_Aurora,2022 AYT Yield Trial @ Aurora,RCBD,,,,,,2021-September-21,2022-July-21,280,"Aurora, SD",1382739,SD20D034-5,,plot,1383750,2022_AYT_Aurora-PLOT2030,2,2,2030,12,13,test,,11.7,746.6,5104.4," (Operator: dwaring87, Time: )"
2022,351,South Dakota State University- Winter Wheat,Sunish Sehgal,9424,2022_AYT_Aurora,2022 AYT Yield Trial @ Aurora,RCBD,,,,,,2021-September-21,2022-July-21,280,"Aurora, SD",1382763,SD20D036-7,,plot,1383876,2022_AYT_Aurora-PLOT1103,1,1,1103,8,10,test,,12.3,762,5272.5," (Operator: dwaring87, Time: )"
2022,351,South Dakota State University- Winter Wheat,Sunish Sehgal,9424,2022_AYT_Aurora,2022 AYT Yield Trial @ Aurora,RCBD,,,,,,2021-September-21,2022-July-21,280,"Aurora, SD",1382763,SD20D036-7,,plot,1383912,2022_AYT_Aurora-PLOT2001,2,2,2001,10,14,test,,12.6,753,5016.9," (Operator: dwaring87, Time: )"
2022,351,South Dakota State University- Winter Wheat,Sunish Sehgal,9424,2022_AYT_Aurora,2022 AYT Yield Trial @ Aurora,RCBD,,,,,,2021-September-21,2022-July-21,280,"Aurora, SD",1382822,SD20D040-7,,plot,1383713,2022_AYT_Aurora-PLOT1104,1,1,1104,8,9,test,,12.1,783.9,4969.9," (Operator: dwaring87, Time: )"
2022,351,South Dakota State University- Winter Wheat,Sunish Sehgal,9424,2022_AYT_Aurora,2022 AYT Yield Trial @ Aurora,RCBD,,,,,,2021-September-21,2022-July-21,280,"Aurora, SD",1382822,SD20D040-7,,plot,1383862,2022_AYT_Aurora-PLOT2089,2,2,2089,16,10,test,,11.6,776.2,4956.4," (Operator: dwaring87, Time: )"
2022,351,South Dakota State University- Winter Wheat,Sunish Sehgal,9424,2022_AYT_Aurora,2022 AYT Yield Trial @ Aurora,RCBD,,,,,,2021-September-21,2022-July-21,280,"Aurora, SD",1382699,SD20D042-5,,plot,1383784,2022_AYT_Aurora-PLOT1105,1,1,1105,8,8,test,,12.7,776.2,5514.6," (Operator: dwaring87, Time: )"
2022,351,South Dakota State University- Winter Wheat,Sunish Sehgal,9424,2022_AYT_Aurora,2022 AYT Yield Trial @ Aurora,RCBD,,,,,,2021-September-21,2022-July-21,280,"Aurora, SD",1382699,SD20D042-5,,plot,1383918,2022_AYT_Aurora-PLOT2015,2,2,2015,11,1,test,,13.4,771,5212," (Operator: dwaring87, Time: )"
2022,351,South Dakota State University- Winter Wheat,Sunish Sehgal,9424,2022_AYT_Aurora,2022 AYT Yield Trial @ Aurora,RCBD,,,,,,2021-September-21,2022-July-21,280,"Aurora, SD",1382787,SD20D046-6,,plot,1383872,2022_AYT_Aurora-PLOT1106,1,1,1106,8,7,test,,11.8,758.2,5178.3," (Operator: dwaring87, Time: )"
2022,351,South Dakota State University- Winter Wheat,Sunish Sehgal,9424,2022_AYT_Aurora,2022 AYT Yield Trial @ Aurora,RCBD,,,,,,2021-September-21,2022-July-21,280,"Aurora, SD",1382787,SD20D046-6,,plot,1383782,2022_AYT_Aurora-PLOT2119,2,2,2119,18,8,test,,13.1,745.3,4552.9," (Operator: dwaring87, Time: )"
2022,351,South Dakota State University- Winter Wheat,Sunish Sehgal,9424,2022_AYT_Aurora,2022 AYT Yield Trial @ Aurora,RCBD,,,,,,2021-September-21,2022-July-21,280,"Aurora, SD",1382749,SD20D063-2,,plot,1383683,2022_AYT_Aurora-PLOT1107,1,1,1107,8,6,test,,10.6,715.7,5359.9," (Operator: dwaring87, Time: )"
2022,351,South Dakota State University- Winter Wheat,Sunish Sehgal,9424,2022_AYT_Aurora,2022 AYT Yield Trial @ Aurora,RCBD,,,,,,2021-September-21,2022-July-21,280,"Aurora, SD",1382749,SD20D063-2,,plot,1383793,2022_AYT_Aurora-PLOT2068,2,2,2068,14,3,test,,9,719.5,5191.8," (Operator: dwaring87, Time: )"
2022,351,South Dakota State University- Winter Wheat,Sunish Sehgal,9424,2022_AYT_Aurora,2022 AYT Yield Trial @ Aurora,RCBD,,,,,,2021-September-21,2022-July-21,280,"Aurora, SD",1382818,SD20D064-3,,plot,1383849,2022_AYT_Aurora-PLOT1108,1,1,1108,8,5,test,,10.9,762,5521.3," (Operator: dwaring87, Time: )"
2022,351,South Dakota State University- Winter Wheat,Sunish Sehgal,9424,2022_AYT_Aurora,2022 AYT Yield Trial @ Aurora,RCBD,,,,,,2021-September-21,2022-July-21,280,"Aurora, SD",1382818,SD20D064-3,,plot,1383904,2022_AYT_Aurora-PLOT2080,2,2,2080,15,10,test,,11.4,745.3,5743.2," (Operator: dwaring87, Time: )"
2022,351,South Dakota State University- Winter Wheat,Sunish Sehgal,9424,2022_AYT_Aurora,2022 AYT Yield Trial @ Aurora,RCBD,,,,,,2021-September-21,2022-July-21,280,"Aurora, SD",1382839,SD20D064-4,,plot,1383693,2022_AYT_Aurora-PLOT1109,1,1,1109,8,4,test,,11.9,786.5,5561.7," (Operator: dwaring87, Time: )"
2022,351,South Dakota State University- Winter Wheat,Sunish Sehgal,9424,2022_AYT_Aurora,2022 AYT Yield Trial @ Aurora,RCBD,,,,,,2021-September-21,2022-July-21,280,"Aurora, SD",1382839,SD20D064-4,,plot,1383711,2022_AYT_Aurora-PLOT2118,2,2,2118,18,9,test,,12.3,776.2,5030.4," (Operator: dwaring87, Time: )"
2022,351,South Dakota State University- Winter Wheat,Sunish Sehgal,9424,2022_AYT_Aurora,2022 AYT Yield Trial @ Aurora,RCBD,,,,,,2021-September-21,2022-July-21,280,"Aurora, SD",1382769,SD20D085-4,,plot,1383813,2022_AYT_Aurora-PLOT1110,1,1,1110,8,3,test,,11.7,753,4566.3," (Operator: dwaring87, Time: )"
2022,351,South Dakota State University- Winter Wheat,Sunish Sehgal,9424,2022_AYT_Aurora,2022 AYT Yield Trial @ Aurora,RCBD,,,,,,2021-September-21,2022-July-21,280,"Aurora, SD",1382769,SD20D085-4,,plot,1383926,2022_AYT_Aurora-PLOT2017,2,2,2017,11,3,test,,11.4,746.6,5064," (Operator: dwaring87, Time: )"
2022,351,South Dakota State University- Winter Wheat,Sunish Sehgal,9424,2022_AYT_Aurora,2022 AYT Yield Trial @ Aurora,RCBD,,,,,,2021-September-21,2022-July-21,280,"Aurora, SD",1382815,SD20D095-4,,plot,1383759,2022_AYT_Aurora-PLOT1111,1,1,1111,8,2,test,,11.1,771,5077.5," (Operator: dwaring87, Time: )"
2022,351,South Dakota State University- Winter Wheat,Sunish Sehgal,9424,2022_AYT_Aurora,2022 AYT Yield Trial @ Aurora,RCBD,,,,,,2021-September-21,2022-July-21,280,"Aurora, SD",1382815,SD20D095-4,,plot,1383716,2022_AYT_Aurora-PLOT2107,2,2,2107,17,9,test,,11.9,763.3,4741.2," (Operator: dwaring87, Time: )"
2022,351,South Dakota State University- Winter Wheat,Sunish Sehgal,9424,2022_AYT_Aurora,2022 AYT Yield Trial @ Aurora,RCBD,,,,,,2021-September-21,2022-July-21,280,"Aurora, SD",1382761,SD20D099-4,,plot,1383899,2022_AYT_Aurora-PLOT1112,1,1,1112,8,1,test,,12.4,756.9,4586.5," (Operator: dwaring87, Time: )"
2022,351,South Dakota State University- Winter Wheat,Sunish Sehgal,9424,2022_AYT_Aurora,2022 AYT Yield Trial @ Aurora,RCBD,,,,,,2021-September-21,2022-July-21,280,"Aurora, SD",1382761,SD20D099-4,,plot,1383695,2022_AYT_Aurora-PLOT2123,2,2,2123,18,4,test,,12.4,749.1,4586.5," (Operator: dwaring87, Time: )"
2022,351,South Dakota State University- Winter Wheat,Sunish Sehgal,9424,2022_AYT_Aurora,2022 AYT Yield Trial @ Aurora,RCBD,,,,,,2021-September-21,2022-July-21,280,"Aurora, SD",1382776,SD20D100-9,,plot,1383755,2022_AYT_Aurora-PLOT1113,1,1,1113,9,1,test,,11.4,754.3,5709.6," (Operator: dwaring87, Time: )"
2022,351,South Dakota State University- Winter Wheat,Sunish Sehgal,9424,2022_AYT_Aurora,2022 AYT Yield Trial @ Aurora,RCBD,,,,,,2021-September-21,2022-July-21,280,"Aurora, SD",1382776,SD20D100-9,,plot,1383822,2022_AYT_Aurora-PLOT2055,2,2,2055,13,13,test,,12.1,777.5,5904.6," (Operator: dwaring87, Time: )"
2022,351,South Dakota State University- Winter Wheat,Sunish Sehgal,9424,2022_AYT_Aurora,2022 AYT Yield Trial @ Aurora,RCBD,,,,,,2021-September-21,2022-July-21,280,"Aurora, SD",1382698,SD20D101-1,,plot,1383840,2022_AYT_Aurora-PLOT1114,1,1,1114,9,2,test,,10.4,744,4593.3," (Operator: dwaring87, Time: )"
2022,351,South Dakota State University- Winter Wheat,Sunish Sehgal,9424,2022_AYT_Aurora,2022 AYT Yield Trial @ Aurora,RCBD,,,,,,2021-September-21,2022-July-21,280,"Aurora, SD",1382698,SD20D101-1,,plot,1383861,2022_AYT_Aurora-PLOT2084,2,2,2084,15,14,test,,12.4,749.1,4633.6," (Operator: dwaring87, Time: )"
2022,351,South Dakota State University- Winter Wheat,Sunish Sehgal,9424,2022_AYT_Aurora,2022 AYT Yield Trial @ Aurora,RCBD,,,,,,2021-September-21,2022-July-21,280,"Aurora, SD",1382752,SD20D107-4,,plot,1383910,2022_AYT_Aurora-PLOT1115,1,1,1115,9,3,test,,11.4,765.9,5494.4," (Operator: dwaring87, Time: )"
2022,351,South Dakota State University- Winter Wheat,Sunish Sehgal,9424,2022_AYT_Aurora,2022 AYT Yield Trial @ Aurora,RCBD,,,,,,2021-September-21,2022-July-21,280,"Aurora, SD",1382752,SD20D107-4,,plot,1383866,2022_AYT_Aurora-PLOT2120,2,2,2120,18,7,test,,12.4,755.6,4499.1," (Operator: dwaring87, Time: )"
2022,351,South Dakota State University- Winter Wheat,Sunish Sehgal,9424,2022_AYT_Aurora,2022 AYT Yield Trial @ Aurora,RCBD,,,,,,2021-September-21,2022-July-21,280,"Aurora, SD",1382806,SD20D108-6,,plot,1383745,2022_AYT_Aurora-PLOT1116,1,1,1116,9,4,test,,11.4,759.4,5649.1," (Operator: dwaring87, Time: )"
2022,351,South Dakota State University- Winter Wheat,Sunish Sehgal,9424,2022_AYT_Aurora,2022 AYT Yield Trial @ Aurora,RCBD,,,,,,2021-September-21,2022-July-21,280,"Aurora, SD",1382806,SD20D108-6,,plot,1383764,2022_AYT_Aurora-PLOT2071,2,2,2071,15,1,test,,11.3,762,5507.9," (Operator: dwaring87, Time: )"
2022,351,South Dakota State University- Winter Wheat,Sunish Sehgal,9424,2022_AYT_Aurora,2022 AYT Yield Trial @ Aurora,RCBD,,,,,,2021-September-21,2022-July-21,280,"Aurora, SD",1382700,SD20D110-2,,plot,1383802,2022_AYT_Aurora-PLOT1117,1,1,1117,9,5,test,,11.7,728.5,5534.8," (Operator: dwaring87, Time: )"
2022,351,South Dakota State University- Winter Wheat,Sunish Sehgal,9424,2022_AYT_Aurora,2022 AYT Yield Trial @ Aurora,RCBD,,,,,,2021-September-21,2022-July-21,280,"Aurora, SD",1382700,SD20D110-2,,plot,1383763,2022_AYT_Aurora-PLOT2050,2,2,2050,13,8,test,,12.4,740.1,5346.5," (Operator: dwaring87, Time: )"
2022,351,South Dakota State University- Winter Wheat,Sunish Sehgal,9424,2022_AYT_Aurora,2022 AYT Yield Trial @ Aurora,RCBD,,,,,,2021-September-21,2022-July-21,280,"Aurora, SD",1382808,SD20D112-4,,plot,1383722,2022_AYT_Aurora-PLOT1118,1,1,1118,9,6,test,,11,724.7,5306.1," (Operator: dwaring87, Time: )"
2022,351,South Dakota State University- Winter Wheat,Sunish Sehgal,9424,2022_AYT_Aurora,2022 AYT Yield Trial @ Aurora,RCBD,,,,,,2021-September-21,2022-July-21,280,"Aurora, SD",1382808,SD20D112-4,,plot,1383677,2022_AYT_Aurora-PLOT2018,2,2,2018,11,4,test,,10.9,727.3,4815.2," (Operator: dwaring87, Time: )"
